query_number,query_tweet_id,query_conversation_id,query_text,true_intent,predicted_intent,prediction_confidence,rank,final_score,similarity,semantic_similarity,retrieval_score,evidence_quality_score,evidence_quality_reason,actionable,generic_response,evidence_relevance_score,problem_match_score,problem_match_reason,entity_overlap,entity_mismatch,issue_overlap,issue_mismatch,relevance_accepted,relevance_reason,historical_conversation_id,historical_intent,intent_match,historical_customer,historical_response,diagnostic_relevance
51,2790649,apple_041950,"@AppleSupport my iPhone has suddenly started draining battery rapidly, losing 20% for example in under a minute! Whyyyyy",battery_charging,battery_charging,1.0,1,0.5050633990503028,0.24927581388987854,0.24927581388987854,0.5050633990503028,1.0,troubleshooting guidance + support resource link,True,False,0.6973,0.95,exact problem match (battery:draining),['battery'],False,['battery:draining'],False,True,intent agreement + entity overlap (battery) + problem: exact problem match (battery:draining) + ACCEPTED: grounded evidence,apple_007397,battery_charging,True,@AppleSupport iOS 11.0.2 not an great update as it’s draining battery rapidly !!,@201006 We know how vital the battery is &amp; we'll help. Please complete these steps: https://t.co/TpjqFp3jxD Please DM us the result. https://t.co/GDrqU22YpT,1
51,2790649,apple_041950,"@AppleSupport my iPhone has suddenly started draining battery rapidly, losing 20% for example in under a minute! Whyyyyy",battery_charging,battery_charging,1.0,2,0.4806155713406316,0.10746918738768507,0.10746918738768507,0.4806155713406316,1.0,troubleshooting guidance + support resource link,True,False,0.7394,0.95,exact problem match (battery:draining),"['iphone', 'battery']",False,['battery:draining'],False,True,"intent agreement + entity overlap (iphone, battery) + problem: exact problem match (battery:draining) + ACCEPTED: grounded evidence",apple_060851,battery_charging,True,"Battery issues on my iPhone 7 Plus, my Phone is running iOS 11.0.3 and it is draining battery life massively, what can I do @AppleSupport?",@564398 We're here to help! Send us a DM and tell us when you installed the latest iOS update. We'll meet you there. https://t.co/GDrqU22YpT,1
51,2790649,apple_041950,"@AppleSupport my iPhone has suddenly started draining battery rapidly, losing 20% for example in under a minute! Whyyyyy",battery_charging,battery_charging,1.0,3,0.4755771211170592,0.09541542848712127,0.09541542848712127,0.4755771211170592,1.0,troubleshooting guidance + diagnostic questions,True,False,0.7364,0.95,exact problem match (battery:draining),"['iphone', 'battery']",False,['battery:draining'],False,True,"intent agreement + entity overlap (iphone, battery) + problem: exact problem match (battery:draining) + ACCEPTED: grounded evidence",apple_029960,battery_charging,True,@115858 @AppleSupport Found what's draining battery in iphone 6 and 6s devices after updating to #ios 11.1 @116333 Worst software update https://t.co/lRMqe1NtX7,@171871 Thanks for reaching out. We'd like to get your battery working optimally. Which iOS version shows in Settings &gt; General &gt; About?,1
51,2790649,apple_041950,"@AppleSupport my iPhone has suddenly started draining battery rapidly, losing 20% for example in under a minute! Whyyyyy",battery_charging,battery_charging,1.0,4,0.4703423534141631,0.1349750111573956,0.1349750111573956,0.4703423534141631,0.85,troubleshooting guidance,True,False,0.7312,0.95,exact problem match (battery:draining),"['iphone', 'battery']",False,['battery:draining'],False,True,"intent agreement + entity overlap (iphone, battery) + problem: exact problem match (battery:draining) + ACCEPTED: grounded evidence",apple_024092,battery_charging,True,My iphone 6S Plus battery started draining after shifting to iOS 11.0.3. It has reduced to one third. @AppleSupport,@187933 We can help and first want to make sure we’re on the same page. Did you just update to 11.0.2?,1
51,2790649,apple_041950,"@AppleSupport my iPhone has suddenly started draining battery rapidly, losing 20% for example in under a minute! Whyyyyy",battery_charging,battery_charging,1.0,5,0.4657354891147727,0.1437911898763953,0.1437911898763953,0.4657354891147727,0.93,troubleshooting guidance + link provided,True,False,0.7039,0.95,exact problem match (battery:draining),['battery'],False,['battery:draining'],False,True,intent agreement + entity overlap (battery) + problem: exact problem match (battery:draining) + ACCEPTED: grounded evidence,apple_060893,battery_charging,True,@AppleSupport #ios1102 draining battery life. Fix it,"@607112 We want your battery working perfectly after the update. DM us which country you're in, and we'll get started. https://t.co/GDrqU22YpT",1
52,2412410,apple_064236,"When you’re trying to listen to music on your iPhone and your phone says your @115858 headphones are not an accessory supported by the device...excuse me, what?",audio_speaker,audio_speaker,1.0,1,0.5042138388340718,0.2600942445557898,0.2600942445557898,0.5042138388340718,0.8,diagnostic questions,True,False,0.7325,0.95,exact problem match (audio:headphones),"['iphone', 'speaker']",False,['audio:headphones'],False,True,"intent agreement + entity overlap (iphone, speaker) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence",apple_074572,audio_speaker,True,Hey @115858 why the hell are my headphones that YOU gave me an “accessory not supported by this device”?!,"@801670 Having your headphones working is certainly important and we'll be happy to help! Which iPhone are you experiencing this on? Also, which version of iOS is currently installed? Have you tried other headphones too? If not, give that a try &amp; let us know how it goes.",2
52,2412410,apple_064236,"When you’re trying to listen to music on your iPhone and your phone says your @115858 headphones are not an accessory supported by the device...excuse me, what?",audio_speaker,audio_speaker,1.0,2,0.47108913556006027,0.17194161947732123,0.17194161947732123,0.47108913556006027,0.95,diagnostic questions + support resource link,True,False,0.6855,0.95,exact problem match (audio:headphones),"['speaker', 'music']",False,['audio:headphones'],False,True,"intent agreement + entity overlap (speaker, music) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence",apple_035556,audio_speaker,True,@applesupport 11.0.1 Bluetooth totally unstable. I can't use my wireless headphones to listen to music since the last update! Please fix it,@160226 Hello. We're glad to help with this. Have you tried any of the steps here: https://t.co/JMbUWh4fsj Let us know.,1
52,2412410,apple_064236,"When you’re trying to listen to music on your iPhone and your phone says your @115858 headphones are not an accessory supported by the device...excuse me, what?",audio_speaker,audio_speaker,1.0,3,0.465217571957536,0.11376657502462738,0.11376657502462738,0.465217571957536,1.0,troubleshooting guidance + diagnostic questions + support resource link,True,False,0.7009,0.95,exact problem match (audio:headphones),"['iphone', 'speaker', 'music']",False,['audio:headphones'],False,True,"intent agreement + entity overlap (iphone, speaker, music) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence",apple_068733,audio_speaker,True,"Noticing a trend: First @115858 makes iPhone w/ headphones you’re sure to lose. Then, an iOS update that makes it impossible at random times to listen to @115888 while in motion. Now, people (not just myself!) find new iOS won’t pair with their speaker. DOES APPLE HATE MUSIC?","@157879 We'd like to help with your iPhone and music conflict. Does it pair with other Bluetooth devices okay? Which iOS version are you using? The latest is 11.1.2. Send us a DM, and we'll continue working there. https://t.co/GDrqU22YpT",1
52,2412410,apple_064236,"When you’re trying to listen to music on your iPhone and your phone says your @115858 headphones are not an accessory supported by the device...excuse me, what?",audio_speaker,audio_speaker,1.0,4,0.44805494185910194,0.17011418908203219,0.17011418908203219,0.44805494185910194,0.75,support resource link,False,False,0.68,0.95,exact problem match (audio:headphones),['speaker'],False,['audio:headphones'],False,True,intent agreement + entity overlap (speaker) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence,apple_075579,audio_speaker,True,@115858 Your headphones are a piece of shit and break every 5 seconds. Thanks for nothing,"@614379 We want your headphones working for you; we'll do all we can to help. To get started, please connect with us in DM. https://t.co/GDrqU22YpT",1
52,2412410,apple_064236,"When you’re trying to listen to music on your iPhone and your phone says your @115858 headphones are not an accessory supported by the device...excuse me, what?",audio_speaker,audio_speaker,1.0,5,0.44429554084311257,0.24044049418636,0.24044049418636,0.44429554084311257,0.68,link provided,False,False,0.6506,0.95,exact problem match (audio:headphones),['speaker'],False,['audio:headphones'],False,True,intent agreement + entity overlap (speaker) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence,apple_004210,audio_speaker,True,@118845 your headphones are horrible quality. Never again,@390554 We'd like to hear more about what happened. Please DM us and we'll continue there. https://t.co/GDrqU22YpT,1
53,2500862,apple_001335,@118845 hey my headphones are really quiet. I turn it all the way up and they still are quiet. Please help me!!!!!,audio_speaker,audio_speaker,1.0,1,0.5024090804937456,0.18462117808413556,0.18462117808413556,0.5024090804937456,0.85,troubleshooting guidance,True,False,0.7687,0.95,exact problem match (audio:volume),['speaker'],False,['audio:volume'],False,True,intent agreement + entity overlap (speaker) + problem: exact problem match (audio:volume) + ACCEPTED: grounded evidence,apple_001687,audio_speaker,True,@AppleSupport Do not disturb was not on and my volume was all the way up,"@251098  Let's verify that Do Not Disturb isn’t enabled.  That setting doesn't generally affect alarms, but it would affect phone calls. Also, let's ensure that your side volume hasn’t been muted. After verifying these settings, let's set a test alarm or have a friend call you.",1
53,2500862,apple_001335,@118845 hey my headphones are really quiet. I turn it all the way up and they still are quiet. Please help me!!!!!,audio_speaker,audio_speaker,1.0,2,0.4918437058671232,0.2873989679548184,0.2873989679548184,0.4918437058671232,0.6,substantive response,False,False,0.7443,0.95,exact problem match (audio:headphones),['speaker'],False,['audio:headphones'],False,True,intent agreement + entity overlap (speaker) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence,apple_056575,audio_speaker,True,@AppleSupport helppp my headphones are defective 😞,@455642 Got it. What is happening with your headphones? Let us know to continue.,1
53,2500862,apple_001335,@118845 hey my headphones are really quiet. I turn it all the way up and they still are quiet. Please help me!!!!!,audio_speaker,audio_speaker,1.0,3,0.4917659185408811,0.2187121520943827,0.2187121520943827,0.4917659185408811,0.88,diagnostic questions + link provided,True,False,0.7152,0.95,"exact problem match (audio:volume, audio:headphones)",['speaker'],False,"['audio:volume', 'audio:headphones']",False,True,"intent agreement + entity overlap (speaker) + problem: exact problem match (audio:volume, audio:headphones) + ACCEPTED: grounded evidence",apple_014806,audio_speaker,True,"@AppleSupport headphones are now too quiet since update. Tried various, all the same. Nothing wrong with the jack. How can i fix this?",@658500 Let’s look into this together. Which device and version of iOS are you using? Let us know in DM to begin. https://t.co/GDrqU22YpT,1
53,2500862,apple_001335,@118845 hey my headphones are really quiet. I turn it all the way up and they still are quiet. Please help me!!!!!,audio_speaker,audio_speaker,1.0,4,0.47498446905312053,0.20496558514091665,0.20496558514091665,0.47498446905312053,0.68,link provided,False,False,0.7317,0.95,exact problem match (audio:headphones),['speaker'],False,['audio:headphones'],False,True,intent agreement + entity overlap (speaker) + problem: exact problem match (audio:headphones) + ACCEPTED: grounded evidence,apple_046031,audio_speaker,True,@AppleSupport my son’s Apple IPhone 6 headphones are no longer working sufficiently. Are they still under warranty?,@606972 We're happy to look into this with you. Let's work together in DM where we can learn a bit more about the iPhone and headphones. https://t.co/GDrqU22YpT,1
